usage_row_index,source_id,source_row_index,record_id,text_row_index,text_id,text_sha256
369,negativos_dificiles,49,HNC-V2_010-P05,160,TXT-0161,4efc5614dbfbf2c48a2cc7f23b125eee642aef36ccadad100adfb2ac507c51da
370,negativos_dificiles,50,HNC-V2_011-P01,348,TXT-0349,172f0b8e2a257f53d9b2c1071b50df6998b971173a0c3a48cfb05072cbcfd4aa
371,negativos_dificiles,51,HNC-V2_011-P02,349,TXT-0350,2e3768439223133c0b27d5442cee21173d2e8a6fd713886d9e0d26f2048f5e2d
372,negativos_dificiles,52,HNC-V2_011-P03,350,TXT-0351,12423614d3f8b0594054da4a7e41cadfbacd3949903f7eec16b22951571a9a18
373,negativos_dificiles,53,HNC-V2_011-P04,50,TXT-0051,29338237967537da3689364f3169596aedc00c3a8a184a85595cee1119f65c68
374,negativos_dificiles,54,HNC-V2_011-P05,351,TXT-0352,8925882b23143884a0f328f7122863846582619f226b9b4be6ccee6e59d0de07
375,negativos_dificiles,55,HNC-V2_012-P01,55,TXT-0056,572278c0c78e7ff7c02f9e58f84e366a259b51561ff49614835ae3746042fb67
376,negativos_dificiles,56,HNC-V2_012-P02,352,TXT-0353,83c6759c6c991f9fd52f30b2152472653fc38f9eac29166eba1c82f0e7c104b9
377,negativos_dificiles,57,HNC-V2_012-P03,60,TXT-0061,e6be548cdc2a938ccbdc9000d0b0cc2e388a073cc31df760a93448d8219ff40a
378,negativos_dificiles,58,HNC-V2_012-P04,353,TXT-0354,d0f0acae7524700c85159f72e194e0483118f81c6cf861f590abcc7ca2d8ff9c
379,negativos_dificiles,59,HNC-V2_012-P05,354,TXT-0355,b7a32c671872a18c38b178ae708a2b31c2a58e93b4cd7a8cceb47c1ab53bebe3
380,negativos_dificiles,60,HNC-V2_013-P01,65,TXT-0066,8f7cf49c5be2ccbbbaaaaccb459d14850ee61d273267d750007b31558b81c913
381,negativos_dificiles,61,HNC-V2_013-P02,355,TXT-0356,abea5c428fd7f8da71dc5332bab077ec9dbf5f3a3690a8fe714f88f6476df066
382,negativos_dificiles,62,HNC-V2_013-P03,60,TXT-0061,e6be548cdc2a938ccbdc9000d0b0cc2e388a073cc31df760a93448d8219ff40a
383,negativos_dificiles,63,HNC-V2_013-P04,356,TXT-0357,6adf0801d6bfc8b62e9388b20365ecda5ba0632d7a407ff14c383a3f30ed5907
384,negativos_dificiles,64,HNC-V2_013-P05,357,TXT-0358,78a439e9635386104da15b7648447e9572e3f5da2d26d0f2d46f9f66a10fd5b8
385,negativos_dificiles,65,HNC-V2_014-P01,358,TXT-0359,972e08157b4cf21f02ebdd9c2d716dd68c256b494ef54670693bd325070c49d6
386,negativos_dificiles,66,HNC-V2_014-P02,359,TXT-0360,41a83cf4d91b456a36bdadcc828168e080bd5f08fee5597a3055c7dc7d5e29f6
387,negativos_dificiles,67,HNC-V2_014-P03,360,TXT-0361,e820a238c6a1313bf58a478aa543b40bb8658536c4727151060d87312d0d04a4
388,negativos_dificiles,68,HNC-V2_014-P04,70,TXT-0071,b2c7408029e43e52b87de220d56014c7726607dfedb300ebc98d2ed48bfdb0c0
389,negativos_dificiles,69,HNC-V2_014-P05,65,TXT-0066,8f7cf49c5be2ccbbbaaaaccb459d14850ee61d273267d750007b31558b81c913
390,negativos_dificiles,70,HNC-V2_015-P01,361,TXT-0362,d616a7ab1e622569c8ac62bbf1bfb45f0b954c2b8ade891d6f2358ed593127ed
391,negativos_dificiles,71,HNC-V2_015-P02,70,TXT-0071,b2c7408029e43e52b87de220d56014c7726607dfedb300ebc98d2ed48bfdb0c0
392,negativos_dificiles,72,HNC-V2_015-P03,362,TXT-0363,5f7a6704d1c46a29b425ab0eceb73b5a4861dcd7b91ac6c8d2d5ebb24753ffa4
393,negativos_dificiles,73,HNC-V2_015-P04,170,TXT-0171,f5b328ee55d76417a0832dbec1d09000eaddedbb27f019bb621466551e5c21d5
394,negativos_dificiles,74,HNC-V2_015-P05,363,TXT-0364,a53d27a0f947fa36c71ee5c2ebcf80af5b070b5a20e0b0837d9509e7fdc0baf3
395,negativos_dificiles,75,HNC-V2_016-P01,364,TXT-0365,24b86bf9498c7832e1fa8eb87fbce3628339d94240cdda09936fb1181666f568
396,negativos_dificiles,76,HNC-V2_016-P02,365,TXT-0366,c0f5df2115211c815226e7ad0ca973189d88e4db9189c32e9f0456793aaaeaae
397,negativos_dificiles,77,HNC-V2_016-P03,366,TXT-0367,eb08c962aee408391a345c47ff38550e8da527cde5fa1cce6a6ecab321bd78e4
398,negativos_dificiles,78,HNC-V2_016-P04,367,TXT-0368,07f648d99bd698974d6ca0445eaa42c9d5f18af5be4ca3195bf4da545b63f124
399,negativos_dificiles,79,HNC-V2_016-P05,75,TXT-0076,5596e7f79a991d55c35de03a66475134cd34012da62e520cdaff3096be423c7a
400,negativos_dificiles,80,HNC-V2_017-P01,85,TXT-0086,099dd9e328c60d9a680d9f6c97bd9f87078d4379ed237d0e895cf2b08d01053e
401,negativos_dificiles,81,HNC-V2_017-P02,80,TXT-0081,fade7c455a97e491689c79920bfbee3b56214c5209d5f13cca5f8b15a1e32821
402,negativos_dificiles,82,HNC-V2_017-P03,368,TXT-0369,5811d70e370856b0d92b33224dff5a52fc77e5f0a03836d674451d15a400018e
403,negativos_dificiles,83,HNC-V2_017-P04,369,TXT-0370,c7dd6319eaa30cde27487ba90e792370ce775c705c6ea47cbe6a42993fd913f5
404,negativos_dificiles,84,HNC-V2_017-P05,370,TXT-0371,37d302be4c9c5802094222599d26c53caf54a85f285abca057501e9f78856571
405,negativos_dificiles,85,HNC-V2_018-P01,371,TXT-0372,dca561228cf11debaaeee25ae605b6ab5cb242e860a8181809e037daca6f0b6e
406,negativos_dificiles,86,HNC-V2_018-P02,372,TXT-0373,9b99313b4c95a3e001b2212e0c8faf3fe31a45d1d2f0c5f2c10dd64716df2d4b
407,negativos_dificiles,87,HNC-V2_018-P03,373,TXT-0374,c2566f55915b7b88c0d808ea8385b574fadbce2b6a26124a812ab95be54b563e
408,negativos_dificiles,88,HNC-V2_018-P04,85,TXT-0086,099dd9e328c60d9a680d9f6c97bd9f87078d4379ed237d0e895cf2b08d01053e
409,negativos_dificiles,89,HNC-V2_018-P05,90,TXT-0091,1547af5ac7c093f6d9bed9f051800c9abf2fb827c3a3a562dd934597718b7576
410,negativos_dificiles,90,HNC-V2_019-P01,90,TXT-0091,1547af5ac7c093f6d9bed9f051800c9abf2fb827c3a3a562dd934597718b7576
411,negativos_dificiles,91,HNC-V2_019-P02,374,TXT-0375,4e8961ae14f3aa16c1dddd970f675e1f2084621a9319226d94adef23eba0850d
412,negativos_dificiles,92,HNC-V2_019-P03,375,TXT-0376,5098de933987cd89bad955325a60052e9673fed498595cae09b025856766872b
413,negativos_dificiles,93,HNC-V2_019-P04,95,TXT-0096,de421ad819d5b4d630c12c5d47eac05a817f6eafba5d8063c7db55ab69eb5195
414,negativos_dificiles,94,HNC-V2_019-P05,376,TXT-0377,5ff1ef774c202d928bfc02aa5c111d8458d07441ec4b03cb8755e8334c226f0d
415,negativos_dificiles,95,HNC-V2_020-P01,377,TXT-0378,28f75307946362338faf42557a145fe0cab749d80c8effde9cf5330faa687719
416,negativos_dificiles,96,HNC-V2_020-P02,180,TXT-0181,53ea6ccd54778020b27c560c3c89cf1e36839745deca5ffdfc25615e39e311b5
417,negativos_dificiles,97,HNC-V2_020-P03,95,TXT-0096,de421ad819d5b4d630c12c5d47eac05a817f6eafba5d8063c7db55ab69eb5195
418,negativos_dificiles,98,HNC-V2_020-P04,378,TXT-0379,15b8734d96a55eb55f8e84463889a4486266006edd0c66ed5bf06be0425933e2
419,negativos_dificiles,99,HNC-V2_020-P05,379,TXT-0380,32d2cf6e6b23cf7b7e71793ac4a3d36057099446f97f3fe7e2ca6f6cb3a71e18
420,negativos_dificiles,100,HNC-V2_021-P01,100,TXT-0101,c8f0ecae7756eead137dd868ed807273b0722696cb014331464a69d7c76fcebc
421,negativos_dificiles,101,HNC-V2_021-P02,380,TXT-0381,fbc9d7778361fccfd9e5c51259fad121812131782388afbacdb0127c9fad6e98
422,negativos_dificiles,102,HNC-V2_021-P03,381,TXT-0382,168a44fb825ea28341d3569c9c7a7f9a576ce39bf2bad657253cddae09f6ba93
423,negativos_dificiles,103,HNC-V2_021-P04,382,TXT-0383,3ebbf1436a812cacf42cb1a52ff583cd17472478a6165e49ee9d3540fea12f82
424,negativos_dificiles,104,HNC-V2_021-P05,383,TXT-0384,f09db5c9cc5b5e37301d0cd05de525c8d6b85cd0967c6f1e21c18d136a330d9c
425,negativos_dificiles,105,HNC-V2_022-P01,384,TXT-0385,96ff637121af0b8d7498bd6784fc7cfd657ad9fcaabc38594321a6441d6ca321
426,negativos_dificiles,106,HNC-V2_022-P02,385,TXT-0386,125a85efe433e6b48be4207378bd1b36f5828202c0f76cd935f42aabd4c47522
427,negativos_dificiles,107,HNC-V2_022-P03,105,TXT-0106,b1cbec5d21808dc3117d559e730b45e9a6aecc18640577addd22472dd12fb928
428,negativos_dificiles,108,HNC-V2_022-P04,386,TXT-0387,8249e03969c0cec2879604e47fdedc5a0cea6753505308ac09c927ea8cbd711d
429,negativos_dificiles,109,HNC-V2_022-P05,110,TXT-0111,cfb119ddda3022f810e27a0fed111604c2ed2396b597b2b305b60ba55e3d42ee
430,negativos_dificiles,110,HNC-V2_023-P01,387,TXT-0388,bb41dca391e728fec5e30a015b3e5bbf0c233e49a253343c03226f61559685b1
431,negativos_dificiles,111,HNC-V2_023-P02,388,TXT-0389,abcae956bfb84bcad954286d1f9f91b8ea9d41c9c5d87cea92d0d42950660ffd
432,negativos_dificiles,112,HNC-V2_023-P03,115,TXT-0116,1abaa86d1bd39dda4065d68a27035f07de9844808fc5648b15d30ea06be585a2
433,negativos_dificiles,113,HNC-V2_023-P04,389,TXT-0390,5dac56142d1a79dbbc2279cea15752e17b61f8b79bd0d92ae703da4a12eb6172
434,negativos_dificiles,114,HNC-V2_023-P05,110,TXT-0111,cfb119ddda3022f810e27a0fed111604c2ed2396b597b2b305b60ba55e3d42ee
435,negativos_dificiles,115,HNC-V2_024-P01,390,TXT-0391,b5329066d059bedcdb0dd3f0c852e652e475fb2024d3e0b31a361bd01ef8ba39
436,negativos_dificiles,116,HNC-V2_024-P02,115,TXT-0116,1abaa86d1bd39dda4065d68a27035f07de9844808fc5648b15d30ea06be585a2
437,negativos_dificiles,117,HNC-V2_024-P03,120,TXT-0121,bc83cfb5144d7091b1084f0df755be4b135a5e48644b5ad04ac858359b58a3b5
438,negativos_dificiles,118,HNC-V2_024-P04,391,TXT-0392,81972219ed75fb825f283e1922673b34e9e85f8ddba186e5d56b20118d9d6dbe
439,negativos_dificiles,119,HNC-V2_024-P05,392,TXT-0393,fdd51bc0b36dccfe3eeecf446146bd2b1f8694059c80e47c0df09e2d4c975599
440,negativos_dificiles,120,HNC-V2_025-P01,190,TXT-0191,3087651e8e65d01367942d9bf9777f1640e9bb2dbea74741258efdb516d700ea
441,negativos_dificiles,121,HNC-V2_025-P02,393,TXT-0394,1b058d8cc8c90844f782a48f5986e3548a128e0560596fffc2a61a6d93c70b73
442,negativos_dificiles,122,HNC-V2_025-P03,394,TXT-0395,c73ed80b2af4e9ec5b86c5cc5f42db662101eff0aed3fe7f1aa02358e218c071
443,negativos_dificiles,123,HNC-V2_025-P04,120,TXT-0121,bc83cfb5144d7091b1084f0df755be4b135a5e48644b5ad04ac858359b58a3b5
444,negativos_dificiles,124,HNC-V2_025-P05,395,TXT-0396,b40d429f743fcfa70d3e84e7823059849a296a01bed03c924799357d2b553555
445,negativos_dificiles,125,HNC-V2_026-P01,396,TXT-0397,41774125bc2b69cdd62f47daed63b9ea005523013585aca3101b334c92b2d3a3
446,negativos_dificiles,126,HNC-V2_026-P02,125,TXT-0126,88ffc688ebfa4a8905abd903dd6dba411e41be5fba1b0971ead046691410d20b
447,negativos_dificiles,127,HNC-V2_026-P03,397,TXT-0398,35a18c03d0e5314cd8f6af76bfb1af2e3b0e25f14cb7714a0b1785b32d3da766
448,negativos_dificiles,128,HNC-V2_026-P04,398,TXT-0399,41c353a7cbba0b882caa4cc0dd1e5716f0ce0cfccbb6dd0eefbfd8f11b7dc82e
449,negativos_dificiles,129,HNC-V2_026-P05,399,TXT-0400,dff33e5d84bbaeeb225c6499dee84bad9d0b9fc8224b66a569caff34bae503da
450,negativos_dificiles,130,HNC-V2_027-P01,400,TXT-0401,12d7409883bbe210d4aff743ff874c46c86056e290e844dfbe6cc20b3727bbb5
451,negativos_dificiles,131,HNC-V2_027-P02,401,TXT-0402,4a14069c6ae401187d2e450c80195073af991f3e38e7b1326597a217d6cfe01f
452,negativos_dificiles,132,HNC-V2_027-P03,135,TXT-0136,477d3f1b28a1a2d977c4a157a74f3a63f4f0183d71e4842e742e2f9461648779
453,negativos_dificiles,133,HNC-V2_027-P04,130,TXT-0131,7c6058084e5a136443f68f271ecd01e65f0bd284b7816eb69382c448621a9c0c
454,negativos_dificiles,134,HNC-V2_027-P05,402,TXT-0403,27480541cc8283720f6359fc6ed81ec7144962e58fa989954fafacebee973f23
455,negativos_dificiles,135,HNC-V2_028-P01,135,TXT-0136,477d3f1b28a1a2d977c4a157a74f3a63f4f0183d71e4842e742e2f9461648779
456,negativos_dificiles,136,HNC-V2_028-P02,403,TXT-0404,11e2091581c5e75a2f2b98b9496c81032c2687a76734e1790bc5b52139d445c4
457,negativos_dificiles,137,HNC-V2_028-P03,140,TXT-0141,c8bf8a072e3118987307c7ef2cc3f031ff219c8b5e2d2d41740da57be8c55c2d
458,negativos_dificiles,138,HNC-V2_028-P04,404,TXT-0405,23f51a614febb9c65f78bb8323be07c7e001ec75225f94c1342e7d99e5e879d6
459,negativos_dificiles,139,HNC-V2_028-P05,405,TXT-0406,750883123e7d831adbacabeef445c45d0bd80e03effa545bd84ca11026209e54
460,negativos_dificiles,140,HNC-V2_029-P01,145,TXT-0146,c65695c9b8c5e56efbbc0543cc69db2c19b69afda0923318baec8a1408b0cb31
461,negativos_dificiles,141,HNC-V2_029-P02,406,TXT-0407,1590ccf1df5552a807f3743f1e70b8fc05b5334823895545e3638e6de5c91484
462,negativos_dificiles,142,HNC-V2_029-P03,140,TXT-0141,c8bf8a072e3118987307c7ef2cc3f031ff219c8b5e2d2d41740da57be8c55c2d
463,negativos_dificiles,143,HNC-V2_029-P04,407,TXT-0408,122c16f2c078089bff371324de10766b3e9f12e9d07c9c8bb8249c2af5e40c61
464,negativos_dificiles,144,HNC-V2_029-P05,408,TXT-0409,150a30036c934c2691bef7dd8c4ecf86b27c88c91f6cfef4725784ae3ec64e6b
465,negativos_dificiles,145,HNC-V2_030-P01,409,TXT-0410,6dcfe391be21e266b7f34cd1d15896148b62141c377ab598ada9ebfa6f7fe4e5
466,negativos_dificiles,146,HNC-V2_030-P02,410,TXT-0411,c4382d9c30186e69bf9a82ad02657b048f87e5fd55a1e316619c556ffd06705b
467,negativos_dificiles,147,HNC-V2_030-P03,411,TXT-0412,f0ffacfb57a73944efcc471a2ced18a336123842ea8d048fc2ab18aa2cfe1323
468,negativos_dificiles,148,HNC-V2_030-P04,200,TXT-0201,c60b8c606a3ff5bdf5529ba8bf73574360bac5e286140c561cc562573207af94
469,negativos_dificiles,149,HNC-V2_030-P05,145,TXT-0146,c65695c9b8c5e56efbbc0543cc69db2c19b69afda0923318baec8a1408b0cb31
470,negativos_dificiles,150,HNC-V2_031-P01,412,TXT-0413,0845b6ff3e4ce0d67ea6f3d01bf26540041199c8f3aff39eb2a32792b2051466
471,negativos_dificiles,151,HNC-V2_031-P02,413,TXT-0414,ad1bbcead4f1276739ed20c946704ff9c86df60d1691b1713d94e8ab260dc99f
472,negativos_dificiles,152,HNC-V2_031-P03,150,TXT-0151,4510181f3d572f5916240991ce97faa61283b0617927b7c6dce23528054a1d1b
473,negativos_dificiles,153,HNC-V2_031-P04,414,TXT-0415,4afc9caae55fc157526962b6414beebda1bf19f38ac7a97fadca68cab87d5e4b
474,negativos_dificiles,154,HNC-V2_031-P05,160,TXT-0161,4efc5614dbfbf2c48a2cc7f23b125eee642aef36ccadad100adfb2ac507c51da
475,negativos_dificiles,155,HNC-V2_032-P01,415,TXT-0416,a6982cba2fed8623ff0189ac689b50754c39415d4c27c19a002bc6a6533aa489
476,negativos_dificiles,156,HNC-V2_032-P02,0,TXT-0001,84e939eafb084dff790f0fdfd595d80103765300bc417b615c202737f4f6129c
477,negativos_dificiles,157,HNC-V2_032-P03,165,TXT-0166,fa7af82166dcadf35dc8f6f238b44b7620fb0c53a9e07fb018ccf6dce78a9e6a
478,negativos_dificiles,158,HNC-V2_032-P04,416,TXT-0417,bd2de88897adb85d58fffe7f6a8f1b77cf3f42015d0ad98ca77617ee2c72c643
479,negativos_dificiles,159,HNC-V2_032-P05,155,TXT-0156,50d1669c92f44c0006f228030bca2d4bc83208eddccf6a376430fb06e27dc528
480,negativos_dificiles,160,HNC-V2_033-P01,165,TXT-0166,fa7af82166dcadf35dc8f6f238b44b7620fb0c53a9e07fb018ccf6dce78a9e6a
481,negativos_dificiles,161,HNC-V2_033-P02,160,TXT-0161,4efc5614dbfbf2c48a2cc7f23b125eee642aef36ccadad100adfb2ac507c51da
482,negativos_dificiles,162,HNC-V2_033-P03,417,TXT-0418,dab4cb27ba25809334596ca88b41902f0f06cf5f34c6428ea40b79b9f96a296f
483,negativos_dificiles,163,HNC-V2_033-P04,418,TXT-0419,9efa154b6c67e5528968a0b5bc3298d0af8676b59c5c8db6e6676d451630598d
484,negativos_dificiles,164,HNC-V2_033-P05,419,TXT-0420,cc9b470ceddd8b91ff158f09358d12414b4e894b5710994292ba7a83e0563a0f
485,negativos_dificiles,165,HNC-V2_034-P01,420,TXT-0421,e02ce0f4c51466a456766a91f275e372bac15f242df3470901779304236489e3
486,negativos_dificiles,166,HNC-V2_034-P02,421,TXT-0422,b40cfc3011045612df705b45af3d85577c4b1c5b2f125f3f79296468bd8e9581
487,negativos_dificiles,167,HNC-V2_034-P03,422,TXT-0423,aa8f3c8fa97cdecd6a55f0e6dd44af239b62ab91d15e2734fd206848ae4422f6
488,negativos_dificiles,168,HNC-V2_034-P04,165,TXT-0166,fa7af82166dcadf35dc8f6f238b44b7620fb0c53a9e07fb018ccf6dce78a9e6a
489,negativos_dificiles,169,HNC-V2_034-P05,25,TXT-0026,37c6aa35b8bf15ef1b40b8c44f46fbadd2a5395736edae7ce78c85e8abf72787
490,negativos_dificiles,170,HNC-V2_035-P01,170,TXT-0171,f5b328ee55d76417a0832dbec1d09000eaddedbb27f019bb621466551e5c21d5
491,negativos_dificiles,171,HNC-V2_035-P02,423,TXT-0424,81e0ea3040e5c902caeaef2b7f5886239645c86086f4c9db87da4756ea10aa0d
492,negativos_dificiles,172,HNC-V2_035-P03,424,TXT-0425,0c19752ada1f4dddc4082e24c108eacc0b7041fcbc7cc05e9e8caf2a43962b55
493,negativos_dificiles,173,HNC-V2_035-P04,175,TXT-0176,59a66d29753f5d5a554eefee908236f22e03d38bd586077b77a5433f27c8037e
494,negativos_dificiles,174,HNC-V2_035-P05,425,TXT-0426,488a92a0d563242240fdef62a7d43c99e8ed70ddfcc30efed516fc205f16a0c3
495,negativos_dificiles,175,HNC-V2_036-P01,426,TXT-0427,9d1db1ff8fcc86a099ba77fd36033f08dcaf641541d2f117177cf3bc5bc30c16
496,negativos_dificiles,176,HNC-V2_036-P02,427,TXT-0428,02712e0d8afdd93cfa4635e8dfdd21d8f17cd794b6e0e9905b58c1312c63ac11
497,negativos_dificiles,177,HNC-V2_036-P03,428,TXT-0429,13c46a3e1d12fdac90ff956a167b57a191c027b867883574df77057e0fce40e7
498,negativos_dificiles,178,HNC-V2_036-P04,175,TXT-0176,59a66d29753f5d5a554eefee908236f22e03d38bd586077b77a5433f27c8037e
499,negativos_dificiles,179,HNC-V2_036-P05,429,TXT-0430,a38df17784a6e7600b1355153300ddd2ad743bb78124ab1e34637a2a27be1843
500,negativos_dificiles,180,HNC-V2_037-P01,180,TXT-0181,53ea6ccd54778020b27c560c3c89cf1e36839745deca5ffdfc25615e39e311b5
501,negativos_dificiles,181,HNC-V2_037-P02,185,TXT-0186,7a3a69264437240b0a8f80cf34a148b8c1ead03045d1876177e27866967ca340
502,negativos_dificiles,182,HNC-V2_037-P03,430,TXT-0431,7c53b22c5107103fdc3125b0dabdd16ce128eb29f28bc1540ed24d3289a5ac75
503,negativos_dificiles,183,HNC-V2_037-P04,431,TXT-0432,4039d1fb7e0a37df21f393092a3cbe7b1da90c88fd1a2ef710220f5b86d609f8
504,negativos_dificiles,184,HNC-V2_037-P05,432,TXT-0433,1bcf8e2d83fdd11d4e62fd70cbadb40b42ebb4923e5b3b1d1d0fb520b3422fac
505,negativos_dificiles,185,HNC-V2_038-P01,433,TXT-0434,ac1774582c4d4cb5994d1969d9e853ad926620fa61abc2190cb7e252fb56ddc5
506,negativos_dificiles,186,HNC-V2_038-P02,434,TXT-0435,79650e346b2cdac1a190b477da3beee1ae8e770f844671b16b9a62d6984151c6
507,negativos_dificiles,187,HNC-V2_038-P03,185,TXT-0186,7a3a69264437240b0a8f80cf34a148b8c1ead03045d1876177e27866967ca340
508,negativos_dificiles,188,HNC-V2_038-P04,435,TXT-0436,4e247a5ff044011871f681eb8a6c6fdac111d73ef11328f2deb8738897dd8071
509,negativos_dificiles,189,HNC-V2_038-P05,75,TXT-0076,5596e7f79a991d55c35de03a66475134cd34012da62e520cdaff3096be423c7a
510,negativos_dificiles,190,HNC-V2_039-P01,436,TXT-0437,f38a3154b0db3fc2efd5f221f052a441a49a2f745452d44c2a979b42cd4ae18b
511,negativos_dificiles,191,HNC-V2_039-P02,437,TXT-0438,649a3af6d0608e160de19ed83a64a882ff095365857759224e7879c40de13e5f
512,negativos_dificiles,192,HNC-V2_039-P03,195,TXT-0196,1f462166cf8a7691ba722bbc9556479c452e7156ed974dc177cad9c91f4400b6
513,negativos_dificiles,193,HNC-V2_039-P04,438,TXT-0439,058bd66af8580ae784d0290669d9e9ce1136ec9544cf03f515288770b9f914fb
514,negativos_dificiles,194,HNC-V2_039-P05,190,TXT-0191,3087651e8e65d01367942d9bf9777f1640e9bb2dbea74741258efdb516d700ea
515,negativos_dificiles,195,HNC-V2_040-P01,439,TXT-0440,705e4eab294ce6acc0a7499437637dff86ce9608a921d6bb41b670daf4a381cf
516,negativos_dificiles,196,HNC-V2_040-P02,195,TXT-0196,1f462166cf8a7691ba722bbc9556479c452e7156ed974dc177cad9c91f4400b6
517,negativos_dificiles,197,HNC-V2_040-P03,100,TXT-0101,c8f0ecae7756eead137dd868ed807273b0722696cb014331464a69d7c76fcebc
518,negativos_dificiles,198,HNC-V2_040-P04,440,TXT-0441,9b7ae346474fd4f42eac1cde6a7b19e64f5bdd2462a8fd9ba989202c0b6ec4e3
519,negativos_dificiles,199,HNC-V2_040-P05,441,TXT-0442,e4ce39f1af53532c681842c8912f0cc0c6894ac926f35c2469d9919c41d5fb07
520,negativos_dificiles,200,HNC-V2_041-P01,442,TXT-0443,e3775535e324a341840705c25165a8ad8f85ae6dbb1f12b1721357474195e7af
521,negativos_dificiles,201,HNC-V2_041-P02,443,TXT-0444,199876e223f264814b4c29f8415b5f1c478cef7ce4f26ea4b210b50dca655bad
522,negativos_dificiles,202,HNC-V2_041-P03,444,TXT-0445,3c36f7b8f3cce8dbc8045d1c38ebd918a6c69e4bd675a5deb2dba34c8b55da4b
523,negativos_dificiles,203,HNC-V2_041-P04,445,TXT-0446,54583edc1c9fe83ce15aa0d01609c87fa2779df691eff25d9b915239c0e2f490
524,negativos_dificiles,204,HNC-V2_041-P05,200,TXT-0201,c60b8c606a3ff5bdf5529ba8bf73574360bac5e286140c561cc562573207af94
525,negativos_dificiles,205,HNC-V2_042-P01,446,TXT-0447,b901b31d085410c7f90f1c54d8430fff0579acdf83b5a405883671651c0f3f3c
526,negativos_dificiles,206,HNC-V2_042-P02,205,TXT-0206,70c2544b4163e555da9186db77dd9f9bb946d413a2eb437ceda65f14677f27ef
527,negativos_dificiles,207,HNC-V2_042-P03,447,TXT-0448,1ae4f2bce6a1445ea1ab9533b586e39e68ca9bb18e44c12eb4f4f81f5e72ce3c
528,negativos_dificiles,208,HNC-V2_042-P04,448,TXT-0449,e4bac224e7238d49fbbe5109efc6c54b69cb1592fc4ee1a622d1e6621808554c
529,negativos_dificiles,209,HNC-V2_042-P05,125,TXT-0126,88ffc688ebfa4a8905abd903dd6dba411e41be5fba1b0971ead046691410d20b
530,negativos_dificiles,210,HNC-V2_043-P01,449,TXT-0450,38f3e9c8d103a8c77aff75e39f4a5dc532ff33f989d3bc94fd2690c7f6136825
531,negativos_dificiles,211,HNC-V2_043-P02,450,TXT-0451,8bda9229ed9f94d8edc136401f88b81e9888b49d80227ab94a65f0776f51f14b
532,negativos_dificiles,212,HNC-V2_043-P03,215,TXT-0216,c68e76bb0dc9a71280de37bca17e98a2e4721106626878c46ad86ef8d2942c85
533,negativos_dificiles,213,HNC-V2_043-P04,210,TXT-0211,f4cc115002cf51ad1cc0d526932ea10e5d138d19577da83950471d8c71479722
534,negativos_dificiles,214,HNC-V2_043-P05,451,TXT-0452,8b294cc07f7b209f03800fa3f3aad61037cb0e4f11291cd5b7563e418a882dc3
535,negativos_dificiles,215,HNC-V2_044-P01,215,TXT-0216,c68e76bb0dc9a71280de37bca17e98a2e4721106626878c46ad86ef8d2942c85
536,negativos_dificiles,216,HNC-V2_044-P02,452,TXT-0453,9bb03366d4b7de23f994e39d0421da9f915a727b60e28df15aba4a72f08d656d
537,negativos_dificiles,217,HNC-V2_044-P03,220,TXT-0221,ffa3b35e1620293ad83ed6a0a85b0155ca08a415cc1d6866f47a06183b442c40
538,negativos_dificiles,218,HNC-V2_044-P04,453,TXT-0454,89735e95cc978040dc57709bf3e5af12b2dcaa21dac7eef6e7d4a6f7358d0b1a
539,negativos_dificiles,219,HNC-V2_044-P05,454,TXT-0455,6d325c0af7878f2c33ba85b427b9f4847b53c7ab423e708feb884078473e66b2
540,negativos_dificiles,220,HNC-V2_045-P01,225,TXT-0226,8458cda99f235a09333259dd1804143d78b84949e28014c0c3399491847b0f9a
541,negativos_dificiles,221,HNC-V2_045-P02,455,TXT-0456,21eff3179e3fb5614c0cf7029c955f91ed4f8d89522d8ebe52a1acd28e33cd9e
542,negativos_dificiles,222,HNC-V2_045-P03,220,TXT-0221,ffa3b35e1620293ad83ed6a0a85b0155ca08a415cc1d6866f47a06183b442c40
543,negativos_dificiles,223,HNC-V2_045-P04,456,TXT-0457,3a65322c407eef34e8a90981b78b4edde164d06872ae6a6a2b169fd95887f3b6
544,negativos_dificiles,224,HNC-V2_045-P05,457,TXT-0458,463b74e587efac03775f874803ae7a7e54b4b7b30a603b9982464b67d6fbfc59
545,negativos_dificiles,225,HNC-V2_046-P01,225,TXT-0226,8458cda99f235a09333259dd1804143d78b84949e28014c0c3399491847b0f9a
546,negativos_dificiles,226,HNC-V2_046-P02,458,TXT-0459,fd098a80dbb0749ccbb1d09526658ec89fb73446dafc7ec73fa9d2df024750d2
547,negativos_dificiles,227,HNC-V2_046-P03,459,TXT-0460,f01ce9c396e7e0232d30eb5ab6ecb704b91c49df5b380bd345847e9777886690
548,negativos_dificiles,228,HNC-V2_046-P04,460,TXT-0461,43a7830820094128b82ae78cdaa6891451ed7840475d2aeec6de31f9fda7c111
549,negativos_dificiles,229,HNC-V2_046-P05,461,TXT-0462,c4897cd748167ca6a4c257d1ca65fdf8ffcf3c93501e44044e7860d8f93c9452
550,negativos_dificiles,230,HNC-V2_047-P01,462,TXT-0463,cff58be37f5da2d70a05d21472bf3c6bd46ebac2f67f26e6769e6847b7f8dfb0
